연번,이름,생년월일,현재 나이,연령대,성별,휴대폰 번호,이메일,고객 구분,아이디,가입일,가입 이후 경과 기간,주소,거주 지역,인구 밀도,GDP (조 원),1인당 GDP (만 원),고객 등급,회원가입 이후 구매 이력,최근 구매 제품,차량 사이즈,차량 유형,최근 구매 날짜,최근 구매 연도,최근 구매 시즌,최근 구매 시점,구매 요일,최근 구매 요일,마지막 구매 이후 경과 기간,최근 구매 당시 나이,최근 거래 금액,누적 구매 금액,평균 구매 금액,등급 점수,금액 점수,고객 등급 점수,할부 여부,거래 방식,구매 경로,차량 구매 횟수,구매 빈도 점수,신차 구매 지수,고객 평생 가치,고객 그룹,구매 시즌,구매 요일,고객 충성도 지수,등급
280,박영일,1990.6.2,35,30대 중반,여,018-747-7038,ogim@jusighoesa.com,개인,sunja59,2023.5.8,682,경상북도 포항시 남구 대도동 19-2,경상북도 포항시,436,121,3000,VIP,O,G70,중형,세단,2024.4.12,2024,봄,2024 2분기,4,평일,342,34,49650000,907970000,59402500,2,2,7,1,2,0,2,2,0.007,1113171220,BVC,봄,4,58,일반
281,최유진,1975.1.29,50,50대 초반,남,010-8612-4722,jeongnami@dreamwiz.com,개인,nson,2024.8.29,203,광주광역시 서구 치평동 14-7,광주광역시,2921,52,3090,VIP,X,G80,대형,세단,2023.6.4,2023,여름,2023 2분기,6,주말,655,48,83590000,1382740000,61140833,0,2,5,1,1,1,4,1,0.068,5163151160,EVS,여름,6,58,일반
282,김지민,1961.2.6,64,60대 중반,여,011-053-0263,cson@ju.net,개인,songseongjin,2025.1.11,68,충청북도 청주시 상당구 낙실동 9-1,충청북도 청주시,907,54,3000,VIP,X,G70,중형,세단,2023.3.13,2023,봄,2023 1분기,0,평일,738,62,47530000,1451290000,63099565,3,3,8,1,2,0,5,1,0.267,7109869710,EVS,봄,0,77,이탈가능
283,한옥순,1958.6.16,67,60대 후반,남,070-2258-4070,fbag@gmail.com,개인,seoyun92,2022.3.31,1085,경상북도 포항시 남구 대도동 19-2,경상북도 포항시,436,121,3000,VIP,O,싼타페,중형,SUV,2023.10.27,2023,가을,2023 4분기,4,평일,510,65,42470000,950440000,59402500,1,3,6,1,2,1,4,1,0.009,2438829040,SPC,가을,4,67,일반
284,최옥순,1978.10.17,47,40대 후반,여,070-4742-4824,jeongungu@ju.com,개인,baeggyeongja,2023.8.13,585,대전광역시 유성구 봉명동 44-2,대전광역시,2731,64,3000,VIP,O,싼타페,중형,SUV,2024.5.17,2024,봄,2024 2분기,4,평일,307,46,36060000,677670000,52128462,3,2,8,0,1,1,2,2,0.006,620068050,FMB,봄,4,60,일반
285,이예진,1973.6.5,52,50대 초반,남,031-240-3953,seojun19@daum.net,개인,mjo,2022.7.13,981,서울특별시 종로구 청운동 67-89,서울특별시,15533,548,5161,VIP,O,넥쏘,중형,SUV,2023.12.31,2023,겨울,2023 4분기,6,주말,445,50,70920000,1481350000,61722917,0,2,5,1,2,1,4,1,0.015,5925400000,EVS,겨울,6,58,일반
286,노예은,1981.6.21,44,40대 중반,남,019-021-0653,jieunbag@gmail.com,개인,kgim,2023.6.20,639,광주광역시 서구 치평동 14-7,광주광역시,2921,52,3090,일반,O,G80,대형,세단,2024.1.31,2024,겨울,2024 1분기,2,평일,414,43,84640000,1467380000,61140833,0,1,2,1,2,0,1,1,0.006,1454173580,BVC,겨울,2,28,이탈가능
287,최영길,1984.5.27,41,40대 초반,남,053-283-1629,jaeho60@ju.com,개인,yeongsigi,2022.5.11,1044,대구광역시 수성구 범어동 55-3,대구광역시,2666,90,2674,VIP,O,싼타페,중형,SUV,2024.6.5,2024,여름,2024 2분기,2,평일,288,40,36400000,869300000,52958333,2,4,7,0,3,1,4,2,0.008,2040247100,SPC,여름,2,81,vip
288,신시우,1958.7.11,67,60대 후반,여,042-207-6955,gyeonghyi78@gmail.com,개인,jihungim,2023.3.6,745,전라북도 전주시 완산구 덕진동 33-7,전라북도 전주시,3099,88,3000,VIP,O,G80,대형,세단,2024.12.20,2024,겨울,2024 4분기,4,평일,90,66,89230000,819560000,58540000,1,3,6,1,1,1,2,4,0.006,907252920,BVC,겨울,4,72,일반
289,최춘자,1976.6.27,49,40대 후반,여,031-170-7739,hancunja@yu.kr,개인,jinho50,2024.8.26,206,충청남도 천안시 동남구 성성동 22-3,충청남도 천안시,1036,143,5894,VIP,X,아반떼N,준중형,세단,2023.8.24,2023,여름,2023 3분기,3,평일,574,47,38690000,724700000,51764286,1,3,6,0,3,0,3,1,0.026,1063859600,BVC,여름,3,62,일반
290,차서준,1968.1.22,57,50대 후반,여,064-741-3740,qgim@simryujo.com,개인,jihun41,2023.1.2,808,경상남도 창원시 의창구 봉곡동 48-6,경상남도 창원시,1338,127,3000,VIP,O,넥쏘,중형,SUV,2024.1.12,2024,겨울,2024 1분기,4,평일,433,56,71140000,839310000,64562308,3,2,6,1,2,1,2,1,0.005,950938230,BVC,겨울,4,50,이탈가능
291,안정희,1984.1.10,41,40대 초반,남,051-406-1803,donghyeonbae@joyunson.com,개인,yeongil47,2023.4.8,712,대구광역시 수성구 범어동 55-3,대구광역시,2666,90,2674,VIP,O,G80,대형,세단,2024.1.30,2024,겨울,2024 1분기,1,평일,415,40,83950000,953250000,52958333,1,2,4,1,3,1,2,1,0.007,1226832750,BVC,겨울,1,45,이탈가능
292,최민수,1960.6.24,65,60대 중반,여,041-028-3477,ihyejin@jusighoesa.kr,개인,gyeongsugson,2022.11.8,863,전라남도 목포시 부주동 77-8,전라남도 목포시,4093,73,3000,VIP,O,G80,대형,세단,2024.6.28,2024,여름,2024 2분기,4,평일,265,64,85360000,742980000,57152308,3,3,8,1,3,0,5,2,0.011,1863393840,SPC,여름,4,82,vip
