연번,이름,성별,현재 나이,연령대,가입일,거주 지역,고객 등급,최근 구매 제품,최근 거래 금액,차량 구매 횟수,누적 구매 금액,평균 구매 금액,할부 여부,거래 방식,구매 경로,고객 충성도 지수,고객 평생 가치,생년월일,최근 구매 날짜,최근 구매 연도,구매 요일,등급
601,Michael Ayala,여성,67,60대,2024-06-22,동유럽,일반,싼타페DM,20472819,3,61418457,20472819,N,수출,오프라인,77.65,67613522,1958,2020-06-18,2020,Wednesday,일반
602,Jessica Grant,여성,47,40대,2024-05-25,동유럽,VIP,코나SX2,31846249,3,95538747,31846249,N,수출,온라인,89.09,99015207,1978,2025-02-06,2025,Sunday,VIP
603,Matthew Valentine,남성,56,50대,2020-07-02,동유럽,VIP,더뉴아이오닉,18167655,3,54502965,18167655,N,수출,온라인,71.89,60776634,1969,2022-12-21,2022,Saturday,VIP
604,Jasmine Kim,여성,60,60대,2020-07-01,동유럽,일반,HCV,18356430,4,73425720,18356430,Y,수출,오프라인,62.96,77171149,1965,2018-01-23,2018,Thursday,일반
605,Alfred Jones,남성,37,30대,2022-09-14,동유럽,VIP,그랜저,43355167,3,130065501,43355167,N,수출,오프라인,55.11,136744840,1988,2021-09-13,2021,Saturday,VIP
606,Tyler Dickson,여성,31,30대,2023-01-06,동유럽,VIP,쏘나타LF,22677400,4,90709600,22677400,Y,수출,온라인,48.32,96785760,1994,2023-08-06,2023,Sunday,VIP
607,Nicole Baxter,남성,53,50대,2023-05-17,동유럽,VIP,EQ900,42585125,3,127755375,42585125,N,수출,오프라인,79.99,134126906,1972,2023-12-06,2023,Saturday,VIP
608,Brittany Oliver MD,여성,46,40대,2023-04-10,동유럽,VIP,싼타페TM,22880616,3,68641848,22880616,N,수출,온라인,78.67,75734945,1979,2016-03-30,2016,Tuesday,VIP
609,Timothy Miller,남성,59,50대,2024-02-01,동유럽,일반,투싼LMFC,52255412,2,104510824,52255412,Y,수출,오프라인,78.66,111884661,1966,2018-02-14,2018,Sunday,일반
610,James Harris,남성,26,20대,2022-06-30,동유럽,일반,코나OS,55733161,3,167199483,55733161,Y,수출,온라인,68.07,170831398,1999,2023-04-06,2023,Friday,일반
611,Alison Blackwell,여성,46,40대,2023-05-25,동유럽,일반,투싼TL,40512695,1,40512695,40512695,Y,수출,온라인,91.1,48446568,1979,2024-04-05,2024,Saturday,일반
612,Erica Vargas,남성,42,40대,2021-01-13,동유럽,일반,쏘나타DN8,54566244,1,54566244,54566244,N,수출,오프라인,62.74,59817980,1983,2020-06-13,2020,Tuesday,일반
613,Laura Woodward,남성,39,30대,2023-05-12,동유럽,우수,싼타페Long,23386991,5,116934955,23386991,Y,수출,오프라인,84.33,121315198,1986,2024-05-27,2024,Thursday,우수
614,Carrie Nelson,여성,47,40대,2024-12-14,동유럽,VIP,베뉴,48701065,4,194804260,48701065,Y,수출,오프라인,69.42,200375272,1978,2017-02-21,2017,Monday,VIP
615,Erica Alexander,남성,37,30대,2025-03-05,동유럽,우수,i30PD,58673974,6,352043844,58673974,Y,수출,오프라인,60.87,355143110,1988,2016-04-24,2016,Saturday,우수
616,Jacob Simpson,여성,35,30대,2020-09-07,유럽 (자회사),일반,캐스퍼,57714193,1,57714193,57714193,Y,수출,온라인,78.89,65454242,1990,2017-09-08,2017,Tuesday,일반
617,Megan Fuller,여성,47,40대,2024-09-07,유럽 (자회사),일반,싼타페TM,19207992,4,76831968,19207992,Y,수출,온라인,76.14,81621358,1978,2024-12-11,2024,Saturday,일반
618,Gabriela Woods,남성,47,40대,2023-01-23,유럽 (자회사),일반,G80,34388937,6,206333622,34388937,Y,수출,온라인,75.35,211238636,1978,2018-04-05,2018,Tuesday,일반
619,Renee Norris,남성,43,40대,2023-08-16,유럽 (자회사),우수,아이오닉6,37257687,4,149030748,37257687,Y,수출,온라인,71.22,153240378,1982,2020-07-07,2020,Wednesday,우수
620,Bradley Barnes,여성,33,30대,2023-03-06,유럽 (자회사),일반,G80,55423016,1,55423016,55423016,Y,수출,오프라인,69.43,59651925,1992,2020-02-25,2020,Friday,일반
621,Timothy Frey,남성,63,60대,2024-07-07,유럽 (자회사),VIP,싼타페DM,54980488,5,274902440,54980488,N,수출,오프라인,100.0,277967055,1962,2024-08-12,2024,Wednesday,VIP
622,Kim Garcia,여성,50,50대,2022-05-05,유럽 (자회사),우수,더뉴아이오닉,25905554,3,77716662,25905554,Y,수출,오프라인,87.76,84131649,1975,2017-02-16,2017,Sunday,우수
623,Erica Watkins,남성,67,60대,2022-01-09,유럽 (자회사),VIP,싼타페MX5,42422496,6,254534976,42422496,Y,수출,온라인,80.84,260765855,1958,2017-12-29,2017,Thursday,VIP
624,Austin Burke,남성,49,40대,2024-02-19,유럽 (자회사),우수,쿠페,34758955,5,173794775,34758955,N,수출,오프라인,71.68,179757885,1976,2024-05-26,2024,Saturday,우수
625,Alexander Bell,여성,39,30대,2020-09-05,유럽 (자회사),우수,아이오닉5,26584760,2,53169520,26584760,Y,수출,오프라인,85.11,60715062,1986,2023-09-09,2023,Monday,우수
626,Justin Rodriguez,여성,43,40대,2025-01-30,유럽 (자회사),우수,i40,43200266,4,172801064,43200266,Y,수출,오프라인,77.77,177318834,1982,2017-11-06,2017,Friday,우수
627,Theresa Wells,남성,48,40대,2024-08-31,유럽 (자회사),일반,투싼TL,45875393,3,137626179,45875393,N,수출,오프라인,70.39,142819575,1977,2021-03-07,2021,Saturday,일반
628,Joshua Herman,남성,62,60대,2021-05-12,유럽 (자회사),일반,GV80쿠페,51391780,2,102783560,51391780,Y,수출,온라인,65.45,108200221,1963,2022-11-09,2022,Saturday,일반
629,Tracey Smith,여성,51,50대,2021-03-13,유럽 (자회사),우수,아반떼AD,44128751,4,176515004,44128751,N,수출,오프라인,68.79,180605400,1974,2024-02-15,2024,Thursday,우수
630,Yolanda Wilcox,여성,56,50대,2022-12-09,유럽 (자회사),VIP,GV60,24319082,4,97276328,24319082,N,수출,오프라인,22.44,101376638,1969,2022-02-17,2022,Monday,VIP
631,William Nguyen,여성,36,30대,2022-10-24,유럽 (자회사),VIP,싼타페MX5,50005707,3,150017121,50005707,Y,수출,오프라인,73.16,153398406,1989,2023-08-18,2023,Monday,VIP
632,Tricia Phillips,여성,26,20대,2024-03-21,유럽 (자회사),우수,GV70,53349841,3,160049523,53349841,N,수출,온라인,62.67,167777839,1999,2019-01-27,2019,Tuesday,우수
633,Michael Kelly,남성,43,40대,2022-09-04,유럽 (자회사),VIP,쏘나타DN8,21767060,3,65301180,21767060,N,수출,오프라인,93.89,72732291,1982,2020-04-20,2020,Sunday,VIP
634,Roberto Oliver,여성,49,40대,2023-06-15,유럽 (자회사),우수,LCV,19547263,4,78189052,19547263,Y,수출,오프라인,70.29,81977793,1976,2018-09-04,2018,Sunday,우수
635,James Durham,남성,51,50대,2022-09-04,유럽 (자회사),우수,쏘나타DN8,57328857,3,171986571,57328857,Y,수출,오프라인,52.17,179052887,1974,2018-10-05,2018,Sunday,우수
636,Mr. Gregory Ingram,남성,26,20대,2021-01-24,유럽 (자회사),일반,투싼LMFC,53454386,4,213817544,53454386,N,수출,온라인,69.25,221816542,1999,2021-11-13,2021,Saturday,일반
637,Aaron Young,여성,68,60대,2023-04-02,유럽 (자회사),우수,HCV,50975714,3,152927142,50975714,Y,수출,오프라인,54.31,160782683,1957,2020-08-14,2020,Monday,우수
638,Christy Smith,여성,55,50대,2023-02-09,유럽 (자회사),VIP,그랜저HG,36350296,4,145401184,36350296,N,수출,오프라인,77.1,151961382,1970,2023-06-03,2023,Friday,VIP
639,Elizabeth Delgado,남성,59,50대,2022-03-06,유럽 (자회사),일반,아반떼AD,26798184,4,107192736,26798184,Y,수출,온라인,74.36,113609365,1966,2024-12-05,2024,Monday,일반
640,Joseph Burns,여성,32,30대,2024-04-29,유럽 (자회사),일반,싼타페Long,32856917,6,197141502,32856917,N,수출,온라인,84.37,201360971,1993,2016-02-06,2016,Thursday,일반
641,Todd Smith,여성,44,40대,2022-12-30,유럽 (자회사),일반,HCV,49632407,4,198529628,49632407,N,수출,오프라인,58.14,201628109,1981,2020-03-28,2020,Thursday,일반
642,Christina Randall,남성,45,40대,2021-02-02,유럽 (자회사),일반,싼타페MX5,58978762,2,117957524,58978762,N,수출,온라인,70.51,121577233,1980,2022-05-15,2022,Tuesday,일반
643,Jonathan Coleman,남성,49,40대,2024-03-13,유럽 (자회사),VIP,G70SB,20087194,5,100435970,20087194,Y,수출,오프라인,49.52,105112717,1976,2022-03-14,2022,Wednesday,VIP
644,Tracy Hart,남성,69,60대,2022-05-30,유럽 (자회사),일반,G80,54080799,2,108161598,54080799,N,수출,온라인,80.52,112452298,1956,2023-12-24,2023,Saturday,일반
645,Thomas Fletcher,여성,40,40대,2023-01-19,유럽 (자회사),일반,싼타페MX5,57807927,2,115615854,57807927,Y,수출,온라인,77.78,119318510,1985,2018-05-22,2018,Saturday,일반
646,Kristen Kemp,남성,47,40대,2022-02-09,유럽 (자회사),VIP,G80,55580929,1,55580929,55580929,N,수출,오프라인,77.44,59378584,1978,2020-12-26,2020,Saturday,VIP
647,Andrew Cantu,여성,42,40대,2020-05-05,유럽 (자회사),일반,펠리세이드,55502403,6,333014418,55502403,N,수출,온라인,70.02,336100706,1983,2019-07-20,2019,Wednesday,일반
648,Katelyn Black,여성,54,50대,2023-05-01,유럽 (자회사),일반,투싼LMFC,51184963,6,307109778,51184963,Y,수출,온라인,76.22,311141899,1971,2021-10-10,2021,Wednesday,일반
649,Lauren Hood,남성,58,50대,2021-08-24,유럽 (자회사),일반,투싼LMFC,35269191,6,211615146,35269191,Y,수출,오프라인,94.07,215977828,1967,2017-08-18,2017,Monday,일반
650,Christopher Smith,여성,35,30대,2025-02-12,유럽 (자회사),일반,GV60,56078430,2,112156860,56078430,N,수출,오프라인,65.72,117085931,1990,2021-03-18,2021,Saturday,일반
651,Kathy Barnes,여성,38,30대,2020-11-05,유럽 (자회사),우수,i40,45637245,4,182548980,45637245,N,수출,오프라인,72.08,190248997,1987,2017-12-29,2017,Tuesday,우수
652,Anthony Campbell,남성,28,20대,2024-07-16,유럽 (유통업체),일반,싼타페TM,42804042,3,128412126,42804042,N,수출,온라인,53.71,132881040,1997,2019-09-27,2019,Friday,일반
653,Jordan Olson,남성,33,30대,2020-08-26,유럽 (유통업체),우수,G90,56435722,2,112871444,56435722,Y,수출,오프라인,56.98,118498209,1992,2017-01-31,2017,Thursday,우수
654,Sergio Hull,남성,62,60대,2021-06-07,유럽 (유통업체),VIP,액센트,42998697,1,42998697,42998697,N,수출,오프라인,71.47,50385469,1963,2017-11-29,2017,Saturday,VIP
655,Samuel Jacobs,여성,44,40대,2022-02-02,유럽 (유통업체),일반,그랜저HG,28891710,1,28891710,28891710,Y,수출,온라인,86.56,35430964,1981,2024-06-17,2024,Wednesday,일반
656,Rhonda Nichols,남성,49,40대,2020-06-06,유럽 (유통업체),VIP,투싼TL,43663830,5,218319150,43663830,Y,수출,온라인,66.16,225323881,1976,2022-02-02,2022,Thursday,VIP
657,Gregory Morris,남성,28,20대,2024-11-22,유럽 (유통업체),우수,G80,47647108,2,95294216,47647108,N,수출,오프라인,66.46,98583005,1997,2020-06-23,2020,Sunday,우수
658,Donald Griffin,남성,45,40대,2024-10-20,유럽 (유통업체),VIP,캐스퍼,42665117,6,255990702,42665117,Y,수출,오프라인,63.9,260618360,1980,2017-01-30,2017,Monday,VIP
659,Eric Medina,여성,29,20대,2022-10-14,유럽 (유통업체),일반,아반떼AD,28635350,1,28635350,28635350,Y,수출,온라인,61.98,34949440,1996,2022-10-28,2022,Tuesday,일반
660,Whitney Taylor,여성,37,30대,2023-03-10,유럽 (유통업체),VIP,코나OS,21890164,3,65670492,21890164,N,수출,온라인,74.42,72546895,1988,2025-01-17,2025,Friday,VIP
661,Dean Wells,여성,34,30대,2025-02-19,튀르키예,일반,i30GD,38466405,2,76932810,38466405,N,수출,온라인,47.54,84102915,1991,2016-03-16,2016,Tuesday,일반
662,Amber Bradshaw,남성,53,50대,2024-12-29,튀르키예,VIP,싼타페Long,41790278,4,167161112,41790278,N,수출,온라인,89.21,171878219,1972,2016-09-21,2016,Thursday,VIP
663,Kim Phillips,여성,70,70대,2024-12-24,튀르키예,VIP,i40,46060187,2,92120374,46060187,N,수출,오프라인,60.02,97879084,1955,2022-11-07,2022,Tuesday,VIP
664,David Smith,여성,34,30대,2021-03-09,튀르키예,일반,베뉴,32044587,3,96133761,32044587,Y,수출,오프라인,80.83,102758590,1991,2020-12-24,2020,Monday,일반
665,Jennifer Johnson,남성,54,50대,2024-09-23,튀르키예,일반,그랜저HG,21033326,6,126199956,21033326,Y,수출,온라인,50.95,129203435,1971,2017-12-18,2017,Sunday,일반
666,Linda Walls,여성,44,40대,2021-05-06,튀르키예,VIP,코나OS,53119631,5,265598155,53119631,Y,수출,오프라인,80.03,272949256,1981,2023-08-14,2023,Thursday,VIP
667,Laura Thompson,남성,26,20대,2022-03-09,튀르키예,일반,G80,48501430,6,291008580,48501430,N,수출,온라인,80.08,295602682,1999,2018-04-30,2018,Thursday,일반
668,Benjamin Castro,남성,30,30대,2023-03-14,튀르키예,일반,아이오닉AE,38489827,3,115469481,38489827,N,수출,온라인,75.76,122263226,1995,2019-10-22,2019,Wednesday,일반
669,Dale Nguyen,남성,66,60대,2022-05-23,튀르키예,우수,싼타페DM,21803919,2,43607838,21803919,N,수출,온라인,55.08,50604721,1959,2016-05-23,2016,Sunday,우수
670,Jonathan Coleman,남성,62,60대,2025-03-08,튀르키예,일반,G90,57460360,2,114920720,57460360,Y,수출,온라인,73.74,119172607,1963,2018-06-03,2018,Friday,일반
671,Matthew Watson,여성,50,50대,2023-12-12,중남미,우수,넥쏘,51631276,1,51631276,51631276,Y,수출,온라인,52.25,59276725,1975,2024-08-06,2024,Thursday,우수
672,Kenneth Wood,여성,43,40대,2023-11-19,중남미,우수,GV70,29778155,6,178668930,29778155,Y,수출,온라인,66.21,184784064,1982,2024-09-05,2024,Wednesday,우수
673,John Jennings,남성,49,40대,2022-07-02,중남미,일반,LCV,20662830,1,20662830,20662830,Y,수출,오프라인,85.44,25920718,1976,2017-01-30,2017,Thursday,일반
674,Jennifer Morales,여성,61,60대,2024-08-09,중남미,우수,아반떼CN7,55294415,2,110588830,55294415,Y,수출,온라인,81.95,116200516,1964,2024-06-23,2024,Thursday,우수
675,Wendy Smith,남성,43,40대,2022-06-04,중남미,일반,투싼LMFC,25085068,1,25085068,25085068,Y,수출,온라인,70.23,31085885,1982,2024-03-14,2024,Monday,일반
676,Robert Bell,여성,37,30대,2021-02-16,중남미,VIP,아반떼AD,39238605,2,78477210,39238605,Y,수출,온라인,55.38,82335459,1988,2024-01-17,2024,Monday,VIP
677,Stephanie Sanchez,여성,37,30대,2021-05-15,중남미,일반,G70SB,43413487,1,43413487,43413487,Y,수출,온라인,79.68,50430836,1988,2020-02-01,2020,Friday,일반
678,Manuel Hensley,남성,29,20대,2024-07-15,중남미,일반,G90RS4,38750552,6,232503312,38750552,Y,수출,온라인,70.29,236194068,1996,2024-10-27,2024,Thursday,일반
679,Katherine Alvarado,여성,25,20대,2022-05-20,중남미,VIP,G70SB,54788457,2,109576914,54788457,N,수출,온라인,35.2,116780071,2000,2019-03-13,2019,Wednesday,VIP
680,Brandon Dawson,남성,52,50대,2021-08-20,중남미,우수,코나SX2,36309124,1,36309124,36309124,Y,수출,오프라인,81.74,43263472,1973,2023-03-01,2023,Monday,우수
681,Tara Perez,여성,50,50대,2020-04-25,중남미,VIP,베뉴,48790155,1,48790155,48790155,N,수출,오프라인,69.64,56365540,1975,2018-11-28,2018,Sunday,VIP
682,John Jordan,남성,61,60대,2024-02-02,중남미,우수,싼타페DM,46570595,6,279423570,46570595,N,수출,온라인,88.04,284702050,1964,2021-11-26,2021,Tuesday,우수
683,Kyle Bishop,남성,60,60대,2020-09-16,중남미,VIP,HCV,38142262,5,190711310,38142262,N,수출,오프라인,53.57,198185793,1965,2018-12-01,2018,Thursday,VIP
684,Scott Wolfe,남성,45,40대,2021-06-07,중남미,우수,LCV,59166277,5,295831385,59166277,N,수출,오프라인,22.35,299628104,1980,2019-04-24,2019,Wednesday,우수
685,Nicole Benjamin,여성,66,60대,2022-06-09,중남미,VIP,i30GD,33284886,1,33284886,33284886,N,수출,온라인,74.19,39230594,1959,2024-03-01,2024,Sunday,VIP
686,Stephanie Lewis,여성,63,60대,2024-05-02,중남미,우수,벨로스터,44985310,1,44985310,44985310,N,수출,온라인,74.37,51571514,1962,2022-09-11,2022,Monday,우수
687,Jeffrey Evans,남성,69,60대,2022-07-11,중남미,일반,G80,22524265,5,112621325,22524265,N,수출,온라인,44.64,117519223,1956,2025-01-07,2025,Friday,일반
688,Stephanie Parks,여성,54,50대,2025-03-06,중남미,일반,캐스퍼,46622959,1,46622959,46622959,Y,수출,오프라인,55.32,49691559,1971,2017-09-25,2017,Monday,일반
689,Frank Ross,여성,50,50대,2022-03-04,중남미,VIP,아이오닉5,32338025,5,161690125,32338025,Y,수출,오프라인,100.0,166036343,1975,2019-03-02,2019,Tuesday,VIP
690,Guy Adams,여성,32,30대,2024-01-29,중남미,VIP,아반떼CN7,46645776,5,233228880,46645776,Y,수출,온라인,65.42,238613783,1993,2024-11-08,2024,Monday,VIP
691,Christopher Potts,여성,44,40대,2022-08-19,중남미,일반,GV60,20994246,5,104971230,20994246,N,수출,온라인,80.96,109055752,1981,2019-05-23,2019,Saturday,일반
692,Margaret White,남성,42,40대,2020-05-29,중남미,일반,쏘나타DN8,21143072,2,42286144,21143072,N,수출,온라인,60.24,49112678,1983,2018-01-02,2018,Tuesday,일반
693,Ann Donovan,남성,42,40대,2022-12-06,중남미,우수,i40,51257250,3,153771750,51257250,N,수출,온라인,38.65,157787566,1983,2016-08-22,2016,Sunday,우수
694,Scott Aguilar,남성,40,40대,2023-09-20,중남미,VIP,G90RS4,41156631,6,246939786,41156631,Y,수출,온라인,67.45,254637470,1985,2023-05-29,2023,Wednesday,VIP
695,Mrs. Danielle Fisher,남성,44,40대,2022-02-02,중남미,우수,코나OS,40487063,6,242922378,40487063,N,수출,오프라인,66.02,246631517,1981,2018-01-20,2018,Friday,우수
696,Ashley Carey,남성,48,40대,2024-09-19,중남미,일반,G70SB,30199515,1,30199515,30199515,Y,수출,온라인,64.0,34109700,1977,2023-03-20,2023,Thursday,일반
697,Anthony Lopez,남성,57,50대,2022-01-07,중남미,VIP,G90RS4,46729260,6,280375560,46729260,Y,수출,온라인,68.28,284166372,1968,2024-06-07,2024,Friday,VIP
698,Diane Mccullough,여성,41,40대,2020-12-08,중남미,VIP,아이오닉6,25208903,2,50417806,25208903,Y,수출,오프라인,73.96,56829357,1984,2024-08-11,2024,Monday,VIP
699,Jason Gill,남성,28,20대,2023-07-07,중남미,일반,i30GD,49540632,1,49540632,49540632,N,수출,오프라인,67.75,57100790,1997,2018-08-11,2018,Sunday,일반
700,Rebecca Stokes,여성,39,30대,2021-11-19,중남미,우수,싼타페Long,45433530,4,181734120,45433530,Y,수출,오프라인,51.04,187499158,1986,2022-12-14,2022,Monday,우수
701,David Kim,남성,46,40대,2022-10-06,중남미,VIP,그랜저HG,40782486,6,244694916,40782486,N,수출,오프라인,77.29,250587754,1979,2024-02-08,2024,Sunday,VIP
702,Bruce White,남성,54,50대,2023-06-27,중남미,일반,아이오닉6,27770018,3,83310054,27770018,Y,수출,온라인,40.76,89179225,1971,2025-02-06,2025,Tuesday,일반
703,Steven Cannon,남성,32,30대,2023-01-21,중남미,일반,쿠페,55030127,3,165090381,55030127,Y,수출,오프라인,39.24,168901850,1993,2025-01-14,2025,Friday,일반
704,Cassandra Wiggins,여성,46,40대,2021-06-11,중남미,일반,쿠페,33133948,3,99401844,33133948,Y,수출,온라인,81.09,106911495,1979,2020-03-22,2020,Thursday,일반
705,Ellen Brown,남성,59,50대,2023-07-19,중남미,일반,벨로스터,20664617,3,61993851,20664617,Y,수출,온라인,77.61,65027725,1966,2019-04-12,2019,Sunday,일반
706,Corey Allen,남성,51,50대,2020-05-22,중남미,우수,싼타페Long,55477358,4,221909432,55477358,N,수출,온라인,69.14,226226355,1974,2020-08-03,2020,Wednesday,우수
707,Patricia Morrison,여성,43,40대,2025-01-22,중남미,일반,HCV,21248935,3,63746805,21248935,Y,수출,오프라인,49.07,68293880,1982,2019-04-06,2019,Friday,일반
708,John Perkins,여성,50,50대,2022-06-14,중남미,VIP,G70,48025508,2,96051016,48025508,N,수출,온라인,59.38,102746362,1975,2022-01-26,2022,Monday,VIP
709,Tiffany Cross,남성,36,30대,2023-08-09,중남미,일반,투싼NX4,36536890,5,182684450,36536890,Y,수출,오프라인,66.06,190204134,1989,2019-11-17,2019,Friday,일반
710,Ronald Williams,여성,64,60대,2024-08-13,중남미,우수,펠리세이드,40733157,5,203665785,40733157,Y,수출,온라인,46.06,210724533,1961,2024-03-12,2024,Monday,우수
711,Crystal Knox,여성,60,60대,2021-04-15,중남미,일반,액센트,28902747,5,144513735,28902747,Y,수출,온라인,58.91,149292944,1965,2023-10-13,2023,Wednesday,일반
712,Lynn Johnson,여성,56,50대,2020-04-09,중남미,VIP,싼타페TM,42597390,5,212986950,42597390,N,수출,오프라인,79.78,218884754,1969,2023-05-05,2023,Wednesday,VIP
713,Deborah Andrews,여성,51,50대,2021-12-10,중남미,VIP,벨로스터,33403418,2,66806836,33403418,Y,수출,오프라인,91.41,73783129,1974,2019-05-02,2019,Wednesday,VIP
714,Michele Mullen,여성,63,60대,2024-01-30,중남미,일반,아이오닉5,39820276,4,159281104,39820276,Y,수출,온라인,63.71,164005091,1962,2020-03-20,2020,Wednesday,일반
715,Carl Fox,남성,27,20대,2021-09-05,중남미,일반,i40,24582487,4,98329948,24582487,Y,수출,오프라인,81.35,102301885,1998,2021-09-07,2021,Sunday,일반
716,Ricky Smith,남성,34,30대,2022-01-16,중남미,우수,HCV,33406659,3,100219977,33406659,Y,수출,오프라인,41.29,108037188,1991,2024-11-10,2024,Saturday,우수
717,Rachel Werner,여성,60,60대,2022-05-14,중남미,우수,투싼LMFC,43109360,4,172437440,43109360,N,수출,오프라인,79.89,179896209,1965,2019-12-16,2019,Monday,우수
718,Bruce Castro,남성,50,50대,2022-11-12,중남미,일반,i30GD,36498604,4,145994416,36498604,Y,수출,오프라인,57.94,150669431,1975,2022-07-14,2022,Tuesday,일반
719,Alex Hill,남성,41,40대,2023-04-30,중남미,우수,아반떼CN7,58244418,5,291222090,58244418,Y,수출,오프라인,74.61,298761422,1984,2020-02-28,2020,Wednesday,우수
720,Jonathan Murray,남성,61,60대,2021-12-26,중남미,일반,GV70,49773131,2,99546262,49773131,N,수출,온라인,66.28,107526377,1964,2019-10-20,2019,Tuesday,일반
721,David Alvarez,여성,63,60대,2021-05-06,중남미,VIP,캐스퍼,51345871,6,308075226,51345871,Y,수출,오프라인,89.81,311937347,1962,2021-01-30,2021,Saturday,VIP
722,Rachel Dyer,남성,47,40대,2021-01-19,중남미,일반,쏘나타LF,36068366,4,144273464,36068366,N,수출,오프라인,56.88,149163855,1978,2019-09-27,2019,Saturday,일반
723,Mason Edwards,남성,56,50대,2021-01-28,중남미,일반,아반떼AD,30293999,4,121175996,30293999,N,수출,오프라인,79.41,126629743,1969,2017-05-14,2017,Wednesday,일반
724,Peter Marshall,남성,34,30대,2024-12-05,중남미,일반,그랜저,59186173,5,295930865,59186173,Y,수출,오프라인,65.81,302670536,1991,2020-08-07,2020,Wednesday,일반
725,Brandon Williams,여성,65,60대,2023-05-26,중남미,일반,GV70,44370894,6,266225364,44370894,N,수출,온라인,67.63,271773761,1960,2017-05-25,2017,Friday,일반
726,Lacey Harding,여성,48,40대,2020-12-27,중남미,우수,액센트,47242670,6,283456020,47242670,Y,수출,온라인,67.24,287374499,1977,2016-08-04,2016,Wednesday,우수
727,Annette Edwards,남성,55,50대,2024-09-14,중남미,VIP,i30PD,58273998,4,233095992,58273998,Y,수출,오프라인,57.31,237476236,1970,2019-08-17,2019,Thursday,VIP
728,Michael Jones,남성,55,50대,2022-04-21,중남미,일반,G80,46099800,5,230499000,46099800,Y,수출,온라인,69.79,234972207,1970,2019-03-01,2019,Sunday,일반
729,Vanessa Abbott,여성,67,60대,2024-12-24,중동 및 아프리카,일반,투싼LMFC,30189275,4,120757100,30189275,Y,수출,온라인,69.06,127273167,1958,2021-01-01,2021,Friday,일반
730,James Stanley,남성,36,30대,2022-06-18,중동 및 아프리카,VIP,액센트,43159819,3,129479457,43159819,N,수출,온라인,73.62,136732969,1989,2024-08-07,2024,Monday,VIP
731,Shaun Frazier,남성,67,60대,2020-09-16,중동 및 아프리카,VIP,싼타페Long,55602123,4,222408492,55602123,N,수출,온라인,71.27,226840337,1958,2025-02-05,2025,Tuesday,VIP
732,Kenneth Wilkinson,여성,43,40대,2022-04-19,중동 및 아프리카,일반,코나OS,30939440,3,92818320,30939440,N,수출,오프라인,81.97,97632595,1982,2020-12-15,2020,Saturday,일반
733,Wanda Reeves,남성,32,30대,2023-06-09,중동 및 아프리카,우수,넥쏘,49038895,2,98077790,49038895,Y,수출,오프라인,83.85,101171825,1993,2022-10-28,2022,Monday,우수
734,Brian Gomez,남성,30,30대,2022-10-29,중동 및 아프리카,VIP,싼타페Long,40056225,2,80112450,40056225,Y,수출,오프라인,54.24,86602011,1995,2024-01-02,2024,Sunday,VIP
735,Ronald Hall,여성,29,20대,2023-06-19,중동 및 아프리카,VIP,캐스퍼,25809495,4,103237980,25809495,N,수출,온라인,83.03,108540778,1996,2019-04-20,2019,Sunday,VIP
736,Wyatt Stone,남성,45,40대,2023-02-28,중동 및 아프리카,VIP,그랜저,32720505,5,163602525,32720505,N,수출,오프라인,52.2,166712261,1980,2022-01-23,2022,Thursday,VIP
737,Jesse Daniel,남성,25,20대,2025-02-18,중동 및 아프리카,일반,아이오닉AE,24352823,6,146116938,24352823,N,수출,온라인,78.82,151147465,2000,2016-03-31,2016,Tuesday,일반
738,Connie Charles,남성,51,50대,2024-06-15,중동 및 아프리카,우수,LCV,39728248,2,79456496,39728248,N,수출,온라인,79.3,85558651,1974,2017-12-14,2017,Saturday,우수
739,Pamela Moore,남성,62,60대,2020-10-05,중동 및 아프리카,우수,싼타페Long,21631977,3,64895931,21631977,Y,수출,온라인,41.33,70202975,1963,2021-02-24,2021,Sunday,우수
740,Holly Contreras,여성,30,30대,2022-03-08,중동 및 아프리카,우수,G70,38404558,3,115213674,38404558,N,수출,오프라인,71.39,119696640,1995,2016-02-08,2016,Saturday,우수
741,Patrick Turner,남성,59,50대,2020-07-19,중동 및 아프리카,일반,캐스퍼,52320806,4,209283224,52320806,N,수출,오프라인,62.97,212598461,1966,2024-10-02,2024,Sunday,일반
742,Amber Warren,남성,48,40대,2020-08-03,중동 및 아프리카,VIP,쏘나타LF,32890017,6,197340102,32890017,Y,수출,오프라인,58.62,201641033,1977,2016-06-21,2016,Sunday,VIP
743,Misty Adams,남성,50,50대,2021-08-07,중동 및 아프리카,우수,GV80쿠페,32625038,5,163125190,32625038,Y,수출,온라인,90.26,169119893,1975,2017-10-14,2017,Wednesday,우수
744,Jeanette Butler,남성,61,60대,2020-08-23,중동 및 아프리카,우수,그랜저HG,21114346,2,42228692,21114346,N,수출,온라인,60.19,49317773,1964,2018-01-23,2018,Sunday,우수
745,William Castillo,남성,63,60대,2021-05-20,중동 및 아프리카,VIP,아이오닉6,35157531,5,175787655,35157531,N,수출,온라인,57.9,181343896,1962,2019-05-28,2019,Monday,VIP
746,Brenda Gonzales,여성,69,60대,2024-09-17,중동 및 아프리카,일반,EQ900,46155932,3,138467796,46155932,N,수출,온라인,71.14,146011502,1956,2018-12-17,2018,Friday,일반
